file_name,dominant_emotion,emotions,stress_level
test_0003_aligned.jpg,sad,"{'angry': 0.125, 'disgust': 0.002, 'fear': 2.977, 'happy': 34.324, 'sad': 59.898, 'surprise': 0.001, 'neutral': 2.673}",Low Stress
test_0028_aligned.jpg,sad,"{'angry': 0.003, 'disgust': 0.0, 'fear': 32.627, 'happy': 0.001, 'sad': 67.367, 'surprise': 0.0, 'neutral': 0.002}",Medium Stress
test_0056_aligned.jpg,sad,"{'angry': 1.495, 'disgust': 0.0, 'fear': 10.971, 'happy': 0.452, 'sad': 70.002, 'surprise': 0.037, 'neutral': 17.043}",Undefined Stress
test_0060_aligned.jpg,happy,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 99.879, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.121}",Low Stress
test_0061_aligned.jpg,happy,"{'angry': 0.001, 'disgust': 0.0, 'fear': 0.0, 'happy': 99.463, 'sad': 0.002, 'surprise': 0.246, 'neutral': 0.288}",Low Stress
test_0068_aligned.jpg,sad,"{'angry': 1.67, 'disgust': 0.0, 'fear': 0.098, 'happy': 0.0, 'sad': 92.23, 'surprise': 0.0, 'neutral': 6.002}",Medium Stress
test_0072_aligned.jpg,happy,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 100.0, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}",Low Stress
test_0118_aligned.jpg,angry,"{'angry': 42.491, 'disgust': 0.0, 'fear': 21.559, 'happy': 0.0, 'sad': 34.736, 'surprise': 0.0, 'neutral': 1.214}",High Stress
test_0128_aligned.jpg,happy,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 100.0, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}",Low Stress
test_0130_aligned.jpg,fear,"{'angry': 0.397, 'disgust': 0.005, 'fear': 47.648, 'happy': 2.388, 'sad': 7.549, 'surprise': 0.004, 'neutral': 42.009}",Undefined Stress
test_0141_aligned.jpg,happy,"{'angry': 0.046, 'disgust': 0.0, 'fear': 0.0, 'happy': 51.368, 'sad': 0.156, 'surprise': 0.0, 'neutral': 48.43}",Low Stress
