file_name,dominant_emotion,emotions,stress_level
test_0043_aligned.jpg,surprise,"{'angry': 0.358, 'disgust': 0.002, 'fear': 13.862, 'happy': 1.947, 'sad': 0.177, 'surprise': 83.344, 'neutral': 0.31}",Medium Stress
test_0086_aligned.jpg,happy,"{'angry': 7.256, 'disgust': 0.007, 'fear': 0.601, 'happy': 75.132, 'sad': 7.076, 'surprise': 2.431, 'neutral': 7.498}",Low Stress
test_0121_aligned.jpg,happy,"{'angry': 0.025, 'disgust': 0.0, 'fear': 0.018, 'happy': 99.941, 'sad': 0.017, 'surprise': 0.0, 'neutral': 0.0}",Low Stress
test_0123_aligned.jpg,fear,"{'angry': 15.962, 'disgust': 1.046, 'fear': 41.106, 'happy': 0.483, 'sad': 5.761, 'surprise': 35.506, 'neutral': 0.136}",Undefined Stress
test_0135_aligned.jpg,surprise,"{'angry': 0.007, 'disgust': 0.0, 'fear': 38.265, 'happy': 4.034, 'sad': 0.028, 'surprise': 57.665, 'neutral': 0.0}",Medium Stress
test_0151_aligned.jpg,sad,"{'angry': 7.632, 'disgust': 0.001, 'fear': 25.91, 'happy': 6.355, 'sad': 32.104, 'surprise': 24.498, 'neutral': 3.501}",Undefined Stress
test_0153_aligned.jpg,happy,"{'angry': 3.667, 'disgust': 0.017, 'fear': 3.589, 'happy': 84.996, 'sad': 5.556, 'surprise': 2.127, 'neutral': 0.046}",Low Stress
test_0155_aligned.jpg,angry,"{'angry': 36.381, 'disgust': 0.436, 'fear': 22.924, 'happy': 28.872, 'sad': 7.131, 'surprise': 3.305, 'neutral': 0.951}",Undefined Stress
test_0169_aligned.jpg,fear,"{'angry': 0.248, 'disgust': 0.001, 'fear': 95.926, 'happy': 3.345, 'sad': 0.02, 'surprise': 0.454, 'neutral': 0.007}",Medium Stress
test_0187_aligned.jpg,happy,"{'angry': 0.004, 'disgust': 0.0, 'fear': 0.032, 'happy': 94.252, 'sad': 1.566, 'surprise': 0.134, 'neutral': 4.012}",Low Stress
test_0214_aligned.jpg,angry,"{'angry': 42.362, 'disgust': 0.018, 'fear': 11.822, 'happy': 39.143, 'sad': 2.985, 'surprise': 0.456, 'neutral': 3.214}",Low Stress
test_0246_aligned.jpg,surprise,"{'angry': 0.004, 'disgust': 0.0, 'fear': 3.231, 'happy': 0.002, 'sad': 0.007, 'surprise': 96.237, 'neutral': 0.52}",Medium Stress
